Tipo,Temp_Aire,Temp_Proceso,Velocidad,Torque,Desgaste,Fallo,Tipo_Fallo,Indice_Esfuerzo_Mecanico,Gasto_Excesivo
L,300.5,309.6,1366,50.2,219,0,No Failure,68573.2,True
M,300.4,309.5,1888,21.9,221,0,No Failure,41347.2,False
L,300.5,309.5,1777,23.6,0,0,No Failure,41937.200000000004,False
L,300.5,309.5,1379,55.6,2,0,No Failure,76672.40000000001,True
L,300.4,309.5,1525,51.3,4,0,No Failure,78232.5,True
M,300.4,309.6,1563,34.0,6,0,No Failure,53142.0,False
M,300.5,309.7,1389,43.3,9,0,No Failure,60143.7,True
M,300.6,309.8,1447,42.9,12,0,No Failure,62076.299999999996,True
M,300.6,309.7,1934,22.8,15,0,No Failure,44095.200000000004,False
H,300.6,309.7,1470,43.8,18,0,No Failure,64385.99999999999,True
M,300.6,309.7,1428,42.6,23,0,No Failure,60832.8,True
L,300.4,309.6,1319,48.1,26,0,No Failure,63443.9,True
L,300.5,309.7,1887,24.3,28,0,No Failure,45854.1,False
L,300.4,309.5,1349,50.4,30,0,No Failure,67989.59999999999,True
M,300.3,309.5,1665,31.4,32,0,No Failure,52281.0,False
L,300.3,309.5,1474,38.7,35,0,No Failure,57043.8,False
L,300.4,309.5,1543,38.9,37,0,No Failure,60022.7,True
M,300.2,309.4,1459,43.9,39,0,No Failure,64050.1,True
L,300.3,309.5,1551,37.9,42,0,No Failure,58782.899999999994,False
L,300.2,309.4,1981,21.4,44,0,No Failure,42393.399999999994,False
L,300.2,309.4,1526,35.3,46,0,No Failure,53867.799999999996,False
M,300.2,309.4,1501,40.0,48,0,No Failure,60040.0,True
L,300.2,309.4,1558,38.3,51,0,No Failure,59671.399999999994,False
L,300.2,309.3,1532,43.2,53,0,No Failure,66182.40000000001,True
L,300.1,309.2,1326,55.9,55,0,No Failure,74123.4,True
L,300.2,309.2,1431,51.3,57,0,No Failure,73410.3,True
L,300.2,309.3,1366,49.3,59,0,No Failure,67343.8,True
L,300.1,309.2,1421,42.5,61,0,No Failure,60392.5,True
H,300.2,309.3,1506,35.6,63,0,No Failure,53613.6,False
H,300.2,309.3,1342,48.7,68,0,No Failure,65355.4,True
L,300.1,309.2,1427,37.6,73,0,No Failure,53655.200000000004,False
L,300.2,309.2,1667,29.9,75,0,No Failure,49843.299999999996,False
L,300.1,309.1,1400,46.7,77,0,No Failure,65380.00000000001,True
L,300.0,309.0,1709,32.1,79,0,No Failure,54858.9,False
M,300.0,309.0,1368,45.8,81,0,No Failure,62654.399999999994,True
L,300.0,309.1,1882,23.8,84,0,No Failure,44791.6,False
L,300.1,309.1,1353,58.7,86,0,No Failure,79421.1,True
L,299.9,309.0,1553,40.0,88,0,No Failure,62120.0,True
L,300.0,309.1,1431,45.4,90,0,No Failure,64967.4,True
M,300.1,309.1,1731,30.4,92,0,No Failure,52622.399999999994,False
M,300.1,309.2,1687,27.7,95,0,Random Failures,46729.9,False
M,300.1,309.2,1457,44.3,98,0,No Failure,64545.1,True
L,300.1,309.2,1533,37.0,101,0,No Failure,56721.0,False
H,300.0,309.0,1622,31.8,103,0,No Failure,51579.6,False
L,300.0,309.1,1791,28.2,108,0,No Failure,50506.2,False
L,300.0,309.1,1631,28.3,110,0,No Failure,46157.3,False
L,300.0,309.0,2174,16.9,112,0,No Failure,36740.6,False
L,300.1,309.0,1314,58.2,114,0,No Failure,76474.8,True
L,300.1,309.1,1478,46.9,116,0,No Failure,69318.2,True
L,300.1,309.2,1783,27.3,118,0,No Failure,48675.9,False
M,300.1,309.2,1385,46.1,120,0,No Failure,63848.5,True
L,300.0,309.2,1444,43.6,123,0,No Failure,62958.4,True
L,300.1,309.3,1841,23.0,125,0,No Failure,42343.0,False
M,300.1,309.4,1349,56.2,127,0,No Failure,75813.8,True
L,300.1,309.3,1340,56.0,130,0,No Failure,75040.0,True
M,299.9,309.2,1539,43.2,132,0,No Failure,66484.8,True
M,300.0,309.3,1932,21.8,135,0,No Failure,42117.6,False
M,300.0,309.3,1407,43.9,138,0,No Failure,61767.299999999996,True
L,300.1,309.3,1712,28.5,141,0,No Failure,48792.0,False
H,300.1,309.4,1329,55.2,143,0,No Failure,73360.8,True
L,300.1,309.2,1441,42.9,148,0,No Failure,61818.9,True
L,300.0,309.2,1610,32.1,150,0,No Failure,51681.0,False
M,300.0,309.1,1474,45.2,152,0,No Failure,66624.8,True
M,300.0,309.1,1624,30.8,155,0,No Failure,50019.200000000004,False
H,300.1,309.3,1520,38.2,158,0,No Failure,58064.00000000001,False
H,300.1,309.3,1448,45.8,163,0,No Failure,66318.4,True
L,300.0,309.3,1558,29.7,168,0,No Failure,46272.6,False
M,300.0,309.3,2293,16.3,170,0,No Failure,37375.9,False
L,300.0,309.3,1397,51.2,173,0,No Failure,71526.40000000001,True
L,300.0,309.3,1972,22.0,175,0,No Failure,43384.0,False
M,299.9,309.2,1574,36.5,177,0,No Failure,57451.0,False
L,299.9,309.2,1560,38.9,180,0,No Failure,60684.0,True
M,299.9,309.2,1353,49.8,182,0,No Failure,67379.4,True
M,299.9,309.2,1389,51.2,185,0,No Failure,71116.8,True
M,299.9,309.1,1513,43.8,188,0,No Failure,66269.4,True
L,299.8,309.1,1578,42.1,191,0,No Failure,66433.8,True
H,299.8,309.0,1467,37.3,193,0,No Failure,54719.1,False
L,299.9,309.1,1412,48.3,198,0,No Failure,68199.59999999999,True
L,299.8,309.1,1668,30.3,200,0,No Failure,50540.4,False
M,299.8,309.2,1678,29.8,202,0,No Failure,50004.4,False
L,299.8,309.1,1612,35.4,205,0,No Failure,57064.799999999996,False
L,299.8,309.1,1485,39.9,207,0,No Failure,59251.5,False
M,299.8,309.1,1456,39.4,209,0,No Failure,57366.4,False
L,299.8,309.2,1504,38.7,212,0,No Failure,58204.8,False
L,299.9,309.2,1491,44.3,214,0,No Failure,66051.3,True
H,299.9,309.2,1525,33.2,0,0,No Failure,50630.00000000001,False
L,300.0,309.2,1759,27.9,5,0,No Failure,49076.1,False
M,299.8,309.1,1355,56.7,7,0,No Failure,76828.5,True
M,299.9,309.1,1345,56.8,10,0,No Failure,76396.0,True
M,299.9,309.2,1683,30.5,13,0,No Failure,51331.5,False
L,299.9,309.2,1658,34.8,16,0,No Failure,57698.399999999994,False
L,300.0,309.2,1566,34.4,18,0,No Failure,53870.399999999994,False
M,300.1,309.3,1469,43.9,20,0,No Failure,64489.1,True
M,300.2,309.5,1458,46.9,23,0,No Failure,68380.2,True
L,300.1,309.4,1858,23.6,26,0,No Failure,43848.8,False
H,300.1,309.4,1563,40.8,28,0,No Failure,63770.399999999994,True
L,300.1,309.4,2141,17.9,33,0,No Failure,38323.899999999994,False
L,300.0,309.3,1473,46.0,35,0,No Failure,67758.0,True
H,300.0,309.4,1498,38.5,37,0,No Failure,57673.0,False
L,300.1,309.4,1568,39.7,42,0,No Failure,62249.600000000006,True
L,300.1,309.4,1694,27.4,44,0,No Failure,46415.6,False
L,300.0,309.4,1499,35.7,46,0,No Failure,53514.3,False
L,300.0,309.5,1717,28.3,48,0,No Failure,48591.1,False
M,300.1,309.5,1462,42.8,50,0,No Failure,62573.6,True
L,300.1,309.6,1642,34.5,53,0,No Failure,56649.0,False
L,300.1,309.6,1760,25.4,55,0,No Failure,44704.0,False
L,300.1,309.5,1660,32.7,57,0,No Failure,54282.00000000001,False
L,300.1,309.5,1557,40.6,59,0,No Failure,63214.200000000004,True
H,300.2,309.6,1442,49.2,61,0,No Failure,70946.40000000001,True
L,300.2,309.6,1359,51.5,66,0,No Failure,69988.5,True
L,300.4,309.8,1342,52.5,68,0,No Failure,70455.0,True
L,300.4,309.9,1435,54.8,70,0,No Failure,78638.0,True
L,300.4,309.9,1567,36.5,72,0,No Failure,57195.5,False
L,300.4,309.9,1376,43.5,74,0,No Failure,59856.0,False
H,300.4,309.9,1513,38.7,76,0,No Failure,58553.100000000006,False
H,300.4,309.9,2563,12.8,81,1,Power Failure,32806.4,False
L,300.5,310.0,1521,45.1,86,0,No Failure,68597.1,True
L,300.6,310.0,1658,34.7,88,0,No Failure,57532.600000000006,False
H,300.6,310.0,1419,42.4,90,0,No Failure,60165.6,True
M,300.6,310.0,1478,36.3,95,0,No Failure,53651.399999999994,False
M,300.5,310.0,1415,43.5,98,0,No Failure,61552.5,True
M,300.5,309.9,1780,26.5,101,0,No Failure,47170.0,False
M,300.4,309.7,1440,42.8,104,0,No Failure,61631.99999999999,True
H,300.4,309.8,1448,39.7,107,0,No Failure,57485.600000000006,False
H,300.4,309.7,1500,35.2,112,0,No Failure,52800.00000000001,False
L,300.4,309.8,1513,32.9,117,0,No Failure,49777.7,False
L,300.5,309.8,1428,43.8,119,0,No Failure,62546.399999999994,True
M,300.5,309.8,1473,42.3,121,0,No Failure,62307.899999999994,True
M,300.5,309.9,1483,49.3,124,0,No Failure,73111.9,True
L,300.4,309.7,1534,42.5,127,0,No Failure,65195.0,True
L,300.5,309.8,1367,54.0,129,0,No Failure,73818.0,True
L,300.4,309.7,1467,36.9,131,0,No Failure,54132.299999999996,False
M,300.4,309.7,1488,42.2,133,0,No Failure,62793.600000000006,True
L,300.4,309.7,1679,30.1,136,0,No Failure,50537.9,False
H,300.4,309.8,1409,47.5,138,0,No Failure,66927.5,True
M,300.4,309.7,1367,51.2,143,0,No Failure,69990.40000000001,True
L,300.4,309.8,1314,63.1,146,0,No Failure,82913.40000000001,True
L,300.5,309.9,1480,40.0,148,0,No Failure,59200.0,False
L,300.4,309.8,1549,38.9,150,0,No Failure,60256.1,True
L,300.4,309.7,1685,31.3,152,0,No Failure,52740.5,False
L,300.4,309.6,1536,34.5,154,0,No Failure,52992.0,False
M,300.4,309.7,1539,37.7,156,0,No Failure,58020.3,False
L,300.4,309.7,1384,45.1,159,0,No Failure,62418.4,True
M,300.4,309.6,1614,30.3,161,0,No Failure,48904.200000000004,False
M,300.4,309.6,1675,35.5,164,0,No Failure,59462.5,False
M,300.4,309.7,1685,32.3,167,0,No Failure,54425.49999999999,False
L,300.4,309.6,1386,56.9,170,0,No Failure,78863.4,True
M,300.3,309.6,1488,41.3,172,0,No Failure,61454.399999999994,True
L,300.3,309.6,1624,32.6,175,0,No Failure,52942.4,False
L,300.3,309.6,1600,34.6,177,0,No Failure,55360.0,False
L,300.3,309.6,1468,44.7,179,0,No Failure,65619.6,True
L,300.3,309.6,1435,45.4,181,0,No Failure,65149.0,True
M,300.2,309.5,1564,33.4,183,0,No Failure,52237.6,False
M,300.2,309.4,1329,53.6,186,0,No Failure,71234.40000000001,True
L,300.1,309.3,1570,36.8,189,0,No Failure,57775.99999999999,False
M,300.2,309.4,1433,48.8,191,0,No Failure,69930.4,True
L,300.2,309.4,1527,37.0,194,0,No Failure,56499.0,False
M,300.1,309.3,1443,50.3,196,0,No Failure,72582.9,True
L,300.1,309.3,1616,32.0,199,0,No Failure,51712.0,False
L,300.1,309.3,1654,31.0,201,0,No Failure,51274.0,False
L,300.1,309.3,1685,27.1,203,0,No Failure,45663.5,False
M,300.2,309.4,1456,48.8,205,0,No Failure,71052.8,True
M,300.2,309.4,1752,27.8,208,0,No Failure,48705.6,False
M,300.1,309.2,1438,51.0,211,0,No Failure,73338.0,True
L,300.1,309.1,1551,33.7,214,0,No Failure,52268.700000000004,False
L,300.1,309.2,1599,30.1,216,0,No Failure,48129.9,False
M,300.1,309.2,1732,33.7,218,0,No Failure,58368.4,False
M,300.1,309.2,1418,39.8,221,0,No Failure,56436.399999999994,False
L,300.0,309.1,1401,44.5,0,0,No Failure,62344.5,True
L,300.0,309.0,1454,51.7,2,0,No Failure,75171.8,True
M,300.0,309.2,1635,32.4,4,0,No Failure,52974.0,False
L,300.0,309.1,1489,40.3,7,0,No Failure,60006.7,True
L,300.0,309.1,1465,40.6,9,0,No Failure,59479.0,False
M,300.0,309.1,1463,45.7,11,0,No Failure,66859.1,True
H,300.1,309.1,1560,35.4,14,0,No Failure,55224.0,False
M,300.1,309.2,1454,44.4,19,0,No Failure,64557.6,True
L,300.2,309.1,1479,47.0,22,0,No Failure,69513.0,True
L,300.2,309.2,1430,43.4,24,0,No Failure,62062.0,True
M,300.1,309.1,1533,38.0,26,0,No Failure,58254.0,False
L,300.1,309.0,1404,54.8,29,0,No Failure,76939.2,True
M,300.1,308.9,1548,38.4,31,0,No Failure,59443.2,False
M,300.1,309.0,1612,33.0,34,0,No Failure,53196.0,False
M,300.2,309.0,1642,31.2,37,0,No Failure,51230.4,False
M,300.2,309.1,1406,42.2,40,0,No Failure,59333.200000000004,False
L,300.3,309.2,1587,31.4,43,0,No Failure,49831.799999999996,False
M,300.3,309.2,1364,47.6,45,0,No Failure,64926.4,True
L,300.3,309.2,1462,51.4,48,0,No Failure,75146.8,True
L,300.3,309.2,1649,32.4,50,0,No Failure,53427.6,False
L,300.4,309.2,1752,29.0,52,0,No Failure,50808.0,False
H,300.4,309.3,1396,51.2,54,0,No Failure,71475.2,True
M,300.5,309.4,2179,16.3,59,0,No Failure,35517.700000000004,False
L,300.5,309.5,1653,27.6,62,0,No Failure,45622.8,False
L,300.6,309.5,2025,21.4,64,0,No Failure,43335.0,False
L,300.6,309.6,1426,53.6,66,0,No Failure,76433.6,True
M,300.6,309.6,1503,38.4,68,0,No Failure,57715.2,False
M,300.7,309.6,1525,36.5,71,0,No Failure,55662.5,False
L,300.6,309.6,1423,49.1,74,0,No Failure,69869.3,True
M,300.7,309.7,1435,44.7,76,0,No Failure,64144.50000000001,True
H,300.6,309.5,1495,36.5,79,0,No Failure,54567.5,False
M,300.6,309.5,1557,33.8,84,0,No Failure,52626.6,False
L,300.6,309.4,1474,40.7,87,0,No Failure,59991.8,True
L,300.5,309.3,1465,46.0,89,0,No Failure,67390.0,True
M,300.5,309.3,1589,34.9,91,0,No Failure,55456.1,False
L,300.5,309.3,1475,46.8,94,0,No Failure,69030.0,True
L,300.6,309.4,1442,43.2,96,0,No Failure,62294.4,True
L,300.6,309.4,1556,36.0,98,0,No Failure,56016.0,False
L,300.7,309.3,1425,45.3,100,0,No Failure,64552.49999999999,True
L,300.7,309.3,1580,38.3,102,0,No Failure,60513.99999999999,True
H,300.8,309.4,1474,40.7,104,0,No Failure,59991.8,True
L,300.8,309.4,1489,38.4,109,0,No Failure,57177.6,False
L,300.8,309.4,1946,20.5,111,0,No Failure,39893.0,False
M,300.8,309.4,1342,62.4,113,1,Heat Dissipation Failure,83740.8,True
M,300.9,309.5,1758,26.8,116,0,No Failure,47114.4,False
M,300.9,309.4,1724,25.6,119,0,No Failure,44134.4,False
L,301.0,309.5,1430,48.5,122,0,No Failure,69355.0,True
L,300.9,309.5,1612,35.2,124,0,No Failure,56742.4,False
H,300.9,309.5,1469,43.4,126,0,No Failure,63754.6,True
L,300.9,309.6,1384,42.4,131,0,No Failure,58681.6,False
L,301.0,309.6,1724,28.1,133,0,No Failure,48444.4,False
M,301.0,309.6,1397,48.0,135,0,No Failure,67056.0,True
M,301.0,309.6,1588,32.7,138,0,No Failure,51927.600000000006,False
L,301.0,309.7,1468,42.0,141,0,No Failure,61656.0,True
M,301.0,309.8,1594,31.1,143,0,No Failure,49573.4,False
M,301.0,309.7,1511,39.3,146,0,No Failure,59382.299999999996,False
L,301.1,309.8,1493,38.9,149,0,No Failure,58077.7,False
H,301.2,309.8,1709,27.0,151,0,No Failure,46143.0,False
L,301.1,309.6,1501,36.1,156,0,No Failure,54186.1,False
L,301.1,309.7,1668,30.8,158,0,No Failure,51374.4,False
L,301.1,309.6,1502,48.9,160,0,No Failure,73447.8,True
M,301.0,309.7,1288,58.4,162,0,No Failure,75219.2,True
L,301.0,309.7,1491,42.9,165,0,No Failure,63963.9,True
L,301.1,309.8,1519,39.6,167,0,No Failure,60152.4,True
L,301.2,309.9,1984,19.7,169,0,No Failure,39084.799999999996,False
L,301.2,309.9,1643,32.9,171,0,No Failure,54054.7,False
M,301.2,310.0,1625,31.6,173,0,No Failure,51350.0,False
M,301.3,310.0,2068,17.8,176,0,No Failure,36810.4,False
H,301.3,310.1,1469,39.7,179,0,No Failure,58319.3,False
L,301.3,310.1,1558,36.3,184,0,No Failure,56555.399999999994,False
L,301.3,310.0,1344,54.8,186,0,No Failure,73651.2,True
H,301.3,310.1,1455,44.1,188,0,No Failure,64165.5,True
L,301.3,310.1,1355,53.6,193,0,No Failure,72628.0,True
L,301.3,310.1,1269,56.8,195,1,Overstrain Failure,72079.2,True
L,301.3,310.0,1550,41.5,197,0,No Failure,64325.0,True
M,301.3,310.1,1525,37.8,199,0,No Failure,57644.99999999999,False
M,301.3,310.0,1696,32.4,202,0,No Failure,54950.399999999994,False
L,301.4,310.1,1937,21.8,205,0,No Failure,42226.6,False
M,301.4,310.0,1689,32.1,207,0,No Failure,54216.9,False
M,301.3,310.0,1593,30.8,210,0,No Failure,49064.4,False
M,301.3,309.9,1565,36.0,213,0,No Failure,56340.0,False
L,301.3,310.0,1665,31.4,0,0,No Failure,52281.0,False
H,301.3,310.0,1532,36.3,2,0,No Failure,55611.6,False
L,301.3,310.0,1438,40.9,7,0,No Failure,58814.2,False
L,301.3,310.1,1531,41.6,9,0,No Failure,63689.6,True
L,301.3,310.0,1506,40.8,11,0,No Failure,61444.799999999996,True
L,301.2,309.9,1382,52.4,13,0,No Failure,72416.8,True
M,301.2,309.9,1456,50.8,15,0,No Failure,73964.8,True
M,301.2,310.0,1445,45.6,18,0,No Failure,65892.0,True
L,301.2,309.9,1515,40.9,21,0,No Failure,61963.5,True
L,301.2,309.9,1449,45.5,23,0,No Failure,65929.5,True
H,301.2,309.9,1362,50.7,25,0,No Failure,69053.40000000001,True
L,301.2,309.9,1687,29.7,30,0,No Failure,50103.9,False
L,301.2,310.0,1618,37.6,32,0,No Failure,60836.8,True
M,301.2,310.1,1558,32.6,34,0,No Failure,50790.8,False
L,301.3,310.1,1662,31.0,37,0,No Failure,51522.0,False
M,301.2,310.1,1295,56.6,39,0,No Failure,73297.0,True
L,301.2,310.2,1385,42.3,42,0,No Failure,58585.49999999999,False
M,301.2,310.1,1479,45.5,44,0,No Failure,67294.5,True
L,301.3,310.3,1400,44.3,47,0,No Failure,62019.99999999999,True
M,301.2,310.3,1357,54.5,49,0,No Failure,73956.5,True
L,301.1,310.2,1657,34.1,52,0,No Failure,56503.700000000004,False
L,301.1,310.2,1496,43.4,54,0,No Failure,64926.4,True
M,301.2,310.3,1379,43.2,56,0,No Failure,59572.8,False
L,301.2,310.3,1548,38.6,59,0,No Failure,59752.8,False
L,301.2,310.3,1499,38.1,61,0,No Failure,57111.9,False
L,301.3,310.5,1390,45.8,63,0,No Failure,63661.99999999999,True
H,301.3,310.4,1538,38.4,65,0,No Failure,59059.2,False
L,301.3,310.5,1365,47.7,70,0,No Failure,65110.50000000001,True
L,301.3,310.5,1503,48.6,72,0,No Failure,73045.8,True
L,301.2,310.4,1390,49.9,74,0,No Failure,69361.0,True
L,301.2,310.3,1497,45.7,76,0,No Failure,68412.90000000001,True
M,301.3,310.4,1577,48.3,78,0,No Failure,76169.09999999999,True
L,301.4,310.5,1432,54.3,81,0,No Failure,77757.59999999999,True
M,301.4,310.5,1563,39.9,83,0,No Failure,62363.7,True
L,301.4,310.4,1433,43.4,86,0,No Failure,62192.2,True
L,301.3,310.4,1384,50.1,88,0,No Failure,69338.40000000001,True
L,301.3,310.4,1346,46.7,90,0,No Failure,62858.200000000004,True
L,301.3,310.4,1459,44.7,92,0,No Failure,65217.3,True
L,301.4,310.4,1639,28.9,94,0,No Failure,47367.1,False
L,301.4,310.4,1737,31.9,96,0,No Failure,55410.299999999996,False
L,301.4,310.5,1489,43.5,98,0,No Failure,64771.5,True
M,301.5,310.6,1492,43.0,100,0,No Failure,64156.0,True
M,301.4,310.5,1217,60.6,103,0,No Failure,73750.2,True
L,301.5,310.5,1636,28.7,106,0,No Failure,46953.2,False
L,301.4,310.4,1436,49.7,108,0,No Failure,71369.2,True
L,301.4,310.4,1689,30.6,110,0,No Failure,51683.4,False
L,301.5,310.5,2289,16.4,112,0,No Failure,37539.6,False
L,301.5,310.6,1522,41.0,114,0,No Failure,62402.0,True
L,301.5,310.5,1351,52.9,116,0,No Failure,71467.9,True
L,301.5,310.5,1589,36.7,118,0,No Failure,58316.3,False
L,301.5,310.6,1578,34.1,120,0,No Failure,53809.8,False
L,301.5,310.6,1587,33.7,122,0,No Failure,53481.9,False
L,301.5,310.6,1962,20.2,124,0,No Failure,39632.4,False
M,301.5,310.6,2432,14.2,126,0,No Failure,34534.4,False
L,301.6,310.6,1418,43.9,129,0,No Failure,62250.2,True
L,301.6,310.7,1683,29.7,131,0,No Failure,49985.1,False
L,301.7,310.8,1385,50.7,133,0,No Failure,70219.5,True
L,301.7,310.8,1559,44.5,135,0,No Failure,69375.5,True
M,301.7,310.8,1671,31.6,137,0,No Failure,52803.600000000006,False
M,301.6,310.8,1343,49.5,140,0,No Failure,66478.5,True
M,301.6,310.8,1548,34.2,143,0,No Failure,52941.600000000006,False
L,301.7,310.9,1705,31.2,146,0,No Failure,53196.0,False
L,301.6,310.8,1535,35.4,148,0,No Failure,54339.0,False
L,301.6,310.8,1564,34.1,150,0,No Failure,53332.4,False
M,301.6,310.9,1510,40.9,152,0,No Failure,61759.0,True
L,301.6,310.9,1492,45.2,155,0,No Failure,67438.40000000001,True
M,301.5,310.8,1452,44.1,157,0,No Failure,64033.200000000004,True
H,301.4,310.7,1329,52.0,160,0,No Failure,69108.0,True
L,301.5,310.8,1382,52.4,165,0,No Failure,72416.8,True
M,301.5,310.8,1628,36.4,167,0,No Failure,59259.2,False
L,301.4,310.7,1706,27.9,170,0,No Failure,47597.399999999994,False
L,301.3,310.7,1594,34.1,172,0,No Failure,54355.4,False
L,301.3,310.7,1761,24.3,174,0,No Failure,42792.3,False
L,301.3,310.6,1529,41.8,176,0,No Failure,63912.2,True
M,301.3,310.7,1532,40.7,178,0,No Failure,62352.4,True
L,301.4,310.7,1673,27.8,181,0,No Failure,46509.4,False
L,301.4,310.8,1285,62.6,183,1,Overstrain Failure,80441.0,True
L,301.4,310.8,1680,31.4,185,0,No Failure,52752.0,False
L,301.4,310.8,1610,34.6,187,0,No Failure,55706.0,False
L,301.6,310.9,1632,31.6,189,0,No Failure,51571.200000000004,False
L,301.6,310.9,1559,40.2,191,0,No Failure,62671.8,True
L,301.5,310.8,1367,49.0,193,0,No Failure,66983.0,True
L,301.6,310.8,1355,57.8,195,1,Overstrain Failure,78319.0,True
H,301.6,310.7,1414,51.7,197,0,No Failure,73103.8,True
L,301.5,310.6,1522,36.6,202,0,No Failure,55705.200000000004,False
L,301.5,310.6,1525,41.9,204,0,No Failure,63897.5,True
L,301.5,310.6,1394,46.5,206,0,No Failure,64821.0,True
L,301.5,310.6,1519,40.7,208,0,No Failure,61823.3,True
L,301.4,310.6,1445,43.9,210,0,No Failure,63435.5,True
L,301.4,310.6,1555,43.3,212,0,No Failure,67331.5,True
L,301.4,310.5,1633,39.5,0,0,No Failure,64503.5,True
M,301.4,310.6,1630,30.3,2,0,No Failure,49389.0,False
M,301.4,310.7,1692,32.3,5,0,No Failure,54651.6,False
H,301.5,310.7,1790,26.2,8,0,No Failure,46898.0,False
L,301.5,310.8,1350,58.5,13,0,No Failure,78975.0,True
L,301.5,310.9,2760,8.0,15,1,Power Failure,22080.0,False
L,301.4,310.7,1584,32.2,17,0,No Failure,51004.8,False
L,301.4,310.7,1989,21.8,19,0,No Failure,43360.200000000004,False
L,301.4,310.8,1431,44.3,21,0,No Failure,63393.299999999996,True
L,301.4,310.7,1568,35.2,23,0,No Failure,55193.600000000006,False
L,301.4,310.7,1376,50.6,25,0,No Failure,69625.6,True
M,301.4,310.6,1459,46.9,27,0,No Failure,68427.09999999999,True
M,301.5,310.8,1385,47.5,30,0,No Failure,65787.5,True
H,301.5,310.8,1591,29.6,33,0,No Failure,47093.600000000006,False
L,301.5,310.7,1568,33.1,38,0,No Failure,51900.8,False
M,301.4,310.7,1459,37.7,40,0,No Failure,55004.3,False
L,301.4,310.7,1590,36.3,43,0,No Failure,57716.99999999999,False
L,301.3,310.6,1376,47.6,45,0,No Failure,65497.6,True
L,301.3,310.6,1510,38.5,47,0,No Failure,58135.0,False
H,301.4,310.6,1674,33.6,49,0,No Failure,56246.4,False
L,301.3,310.6,1426,40.7,54,0,No Failure,58038.200000000004,False
L,301.5,310.7,1466,43.6,56,0,No Failure,63917.6,True
H,301.5,310.8,1474,38.7,58,0,No Failure,57043.8,False
M,301.6,310.8,1290,65.3,63,0,No Failure,84237.0,True
M,301.7,310.9,1435,48.0,66,0,No Failure,68880.0,True
M,301.5,310.7,1416,53.2,69,0,No Failure,75331.2,True
H,301.5,310.7,1599,40.4,72,0,No Failure,64599.6,True
L,301.5,310.7,1466,47.3,77,0,No Failure,69341.8,True
L,301.5,310.7,1408,47.3,79,0,No Failure,66598.4,True
L,301.5,310.6,1490,48.1,81,0,No Failure,71669.0,True
L,301.5,310.6,1405,42.3,83,0,No Failure,59431.49999999999,False
L,301.4,310.5,1647,33.3,85,0,No Failure,54845.1,False
M,301.4,310.6,1459,35.0,87,0,No Failure,51065.0,False
L,301.4,310.6,1648,30.7,90,0,No Failure,50593.6,False
L,301.4,310.7,1675,30.7,92,0,No Failure,51422.5,False
L,301.4,310.7,1605,34.2,94,0,No Failure,54891.00000000001,False
H,301.4,310.7,1536,44.4,96,0,No Failure,68198.4,True
M,301.4,310.7,1617,34.3,101,0,No Failure,55463.1,False
L,301.4,310.6,1347,53.3,104,0,No Failure,71795.09999999999,True
L,301.3,310.5,1337,52.7,106,0,No Failure,70459.90000000001,True
L,301.3,310.4,1695,30.9,108,0,No Failure,52375.5,False
M,301.3,310.4,1635,32.5,110,0,No Failure,53137.5,False
L,301.2,310.4,1470,44.0,113,0,No Failure,64680.0,True
L,301.2,310.4,1381,49.8,115,0,No Failure,68773.8,True
M,301.2,310.4,1382,41.6,117,0,No Failure,57491.200000000004,False
M,301.2,310.4,1697,30.0,120,0,No Failure,50910.0,False
L,301.2,310.3,1451,39.7,123,0,No Failure,57604.700000000004,False
L,301.3,310.3,1419,55.7,125,0,No Failure,79038.3,True
L,301.3,310.3,1313,55.6,127,0,No Failure,73002.8,True
L,301.3,310.3,1560,36.3,129,0,No Failure,56627.99999999999,False
L,301.3,310.3,1555,41.2,131,0,No Failure,64066.00000000001,True
L,301.4,310.4,1579,36.9,133,0,No Failure,58265.1,False
L,301.5,310.5,1435,44.6,135,0,No Failure,64001.0,True
L,301.6,310.6,1621,33.7,137,0,No Failure,54627.700000000004,False
H,301.6,310.6,1555,40.4,139,0,No Failure,62822.0,True
L,301.5,310.5,1611,33.8,144,0,No Failure,54451.799999999996,False
L,301.6,310.6,1834,23.5,146,0,No Failure,43099.0,False
M,301.5,310.5,1612,29.8,148,0,No Failure,48037.6,False
L,301.5,310.4,1629,34.1,151,0,No Failure,55548.9,False
L,301.4,310.4,1496,35.2,153,0,No Failure,52659.200000000004,False
L,301.5,310.5,1593,32.9,155,0,No Failure,52409.7,False
M,301.5,310.5,1623,33.5,157,0,No Failure,54370.5,False
L,301.5,310.5,1380,48.7,160,0,No Failure,67206.0,True
L,301.6,310.6,1562,34.4,162,0,No Failure,53732.799999999996,False
L,301.6,310.6,1391,49.4,164,0,No Failure,68715.4,True
H,301.5,310.5,1551,34.3,166,0,No Failure,53199.299999999996,False
H,301.6,310.6,1821,26.2,171,0,No Failure,47710.2,False
L,301.6,310.7,1429,43.6,176,0,No Failure,62304.4,True
M,301.6,310.7,2012,20.7,178,0,No Failure,41648.4,False
M,301.6,310.6,1924,23.6,181,0,No Failure,45406.4,False
M,301.5,310.5,1412,44.1,184,0,No Failure,62269.200000000004,True
L,301.5,310.5,1389,54.9,187,0,No Failure,76256.09999999999,True
